"areasymbol","cokey","claytotal_r","sandtotal_r","silttotal_r","hzdept_r","om_r","kffact","kwfact"
"CA612",27304871,NA,NA,NA,NA,NA,NA,NA
"CA612",27304872,NA,NA,NA,NA,NA,NA,NA
"CA612",27306372,NA,NA,NA,NA,NA,NA,NA
"CA612",27304874,NA,NA,NA,NA,NA,NA,NA
"CA612",27305300,NA,NA,NA,NA,NA,NA,NA
"CA612",27305539,NA,NA,NA,NA,NA,NA,NA
"CA612",27304735,NA,NA,NA,NA,NA,NA,NA
"CA612",27304736,NA,NA,NA,NA,NA,NA,NA
"CA612",27304737,NA,NA,NA,NA,NA,NA,NA
"CA612",27306780,NA,NA,NA,NA,NA,NA,NA
"CA612",27305414,NA,NA,NA,NA,NA,NA,NA
"CA612",27305415,NA,NA,NA,NA,NA,NA,NA
"CA612",27306382,NA,NA,NA,NA,NA,NA,NA
"CA612",27305189,NA,NA,NA,NA,NA,NA,NA
"CA612",27305418,NA,NA,NA,NA,NA,NA,NA
"CA612",27305191,NA,NA,NA,NA,NA,NA,NA
"CA612",27305945,NA,NA,NA,NA,NA,NA,NA
"CA612",27305946,NA,NA,NA,NA,NA,NA,NA
"CA612",27304740,NA,NA,NA,NA,NA,NA,NA
"CA612",27304741,NA,NA,NA,NA,NA,NA,NA
"CA612",27304742,NA,NA,NA,NA,NA,NA,NA
"CA612",27304743,NA,NA,NA,NA,NA,NA,NA
"CA612",27305195,NA,NA,NA,NA,NA,NA,NA
"CA612",27305196,NA,NA,NA,NA,NA,NA,NA
"CA612",27305953,NA,NA,NA,NA,NA,NA,NA
"CA612",27305954,NA,NA,NA,NA,NA,NA,NA
"CA612",27305377,NA,NA,NA,NA,NA,NA,NA
"CA612",27305421,NA,NA,NA,NA,NA,NA,NA
"CA612",27306179,NA,NA,NA,NA,NA,NA,NA
"CA612",27306180,NA,NA,NA,NA,NA,NA,NA
"CA612",27306181,NA,NA,NA,NA,NA,NA,NA
"CA612",27305338,NA,NA,NA,NA,NA,NA,NA
"CA612",27305548,NA,NA,NA,NA,NA,NA,NA
"CA612",27306235,NA,NA,NA,NA,NA,NA,NA
"CA612",27305424,NA,NA,NA,NA,NA,NA,NA
"CA612",27306236,NA,NA,NA,NA,NA,NA,NA
"CA612",27305425,NA,NA,NA,NA,NA,NA,NA
"CA612",27306391,NA,NA,NA,NA,NA,NA,NA
"CA612",27306091,NA,NA,NA,NA,NA,NA,NA
"CA612",27306092,NA,NA,NA,NA,NA,NA,NA
"CA612",27304888,NA,NA,NA,NA,NA,NA,NA
"CA612",27304889,NA,NA,NA,NA,NA,NA,NA
"CA612",27304890,NA,NA,NA,NA,NA,NA,NA
"CA612",27305553,NA,NA,NA,NA,NA,NA,NA
"CA612",27305307,NA,NA,NA,NA,NA,NA,NA
"CA612",27305555,NA,NA,NA,NA,NA,NA,NA
"CA612",27305556,NA,NA,NA,NA,NA,NA,NA
"CA612",27305557,NA,NA,NA,NA,NA,NA,NA
"CA612",27305826,NA,NA,NA,NA,NA,NA,NA
"CA612",27305604,NA,NA,NA,NA,NA,NA,NA
"CA612",27305605,NA,NA,NA,NA,NA,NA,NA
"CA612",27305606,NA,NA,NA,NA,NA,NA,NA
"CA612",27305202,NA,NA,NA,NA,NA,NA,NA
"CA612",27305203,NA,NA,NA,NA,NA,NA,NA
"CA612",27305204,NA,NA,NA,NA,NA,NA,NA
"CA612",27305205,NA,NA,NA,NA,NA,NA,NA
"CA612",27305206,NA,NA,NA,NA,NA,NA,NA
"CA612",27305560,NA,NA,NA,NA,NA,NA,NA
"CA612",27305561,NA,NA,NA,NA,NA,NA,NA
"CA612",27305562,NA,NA,NA,NA,NA,NA,NA
"CA612",27306248,NA,NA,NA,NA,NA,NA,NA
"CA612",27306249,NA,NA,NA,NA,NA,NA,NA
"CA612",27305489,NA,NA,NA,NA,NA,NA,NA
"CA612",27305242,NA,NA,NA,NA,NA,NA,NA
"CA612",27305615,NA,NA,NA,NA,NA,NA,NA
"CA612",27305613,NA,NA,NA,NA,NA,NA,NA
"CA612",27304752,NA,NA,NA,NA,NA,NA,NA
"CA612",27304753,NA,NA,NA,NA,NA,NA,NA
"CA612",27304754,NA,NA,NA,NA,NA,NA,NA
"CA612",27305565,NA,NA,NA,NA,NA,NA,NA
"CA612",27305566,NA,NA,NA,NA,NA,NA,NA
"CA612",27305567,NA,NA,NA,NA,NA,NA,NA
"CA612",27305568,NA,NA,NA,NA,NA,NA,NA
"CA612",27305569,NA,NA,NA,NA,NA,NA,NA
"CA612",27306104,NA,NA,NA,NA,NA,NA,NA
"CA612",27306105,NA,NA,NA,NA,NA,NA,NA
"CA612",27306552,NA,NA,NA,NA,NA,NA,NA
"CA612",27305209,NA,NA,NA,NA,NA,NA,NA
"CA612",27305210,NA,NA,NA,NA,NA,NA,NA
"CA612",27305842,NA,NA,NA,NA,NA,NA,NA
"CA612",27305285,NA,NA,NA,NA,NA,NA,NA
"CA612",27304757,NA,NA,NA,NA,NA,NA,NA
"CA612",27304758,NA,NA,NA,NA,NA,NA,NA
"CA612",27304759,NA,NA,NA,NA,NA,NA,NA
"CA612",27305573,NA,NA,NA,NA,NA,NA,NA
"CA612",27305574,NA,NA,NA,NA,NA,NA,NA
"CA612",27305575,NA,NA,NA,NA,NA,NA,NA
"CA612",27306558,NA,NA,NA,NA,NA,NA,NA
"CA612",27305725,NA,NA,NA,NA,NA,NA,NA
"CA612",27305726,NA,NA,NA,NA,NA,NA,NA
"CA612",27305727,NA,NA,NA,NA,NA,NA,NA
"CA612",27305728,NA,NA,NA,NA,NA,NA,NA
"CA612",27304761,NA,NA,NA,NA,NA,NA,NA
"CA612",27304762,NA,NA,NA,NA,NA,NA,NA
"CA612",27304763,NA,NA,NA,NA,NA,NA,NA
"CA612",27304764,NA,NA,NA,NA,NA,NA,NA
"CA612",27305579,NA,NA,NA,NA,NA,NA,NA
"CA612",27305580,NA,NA,NA,NA,NA,NA,NA
"CA612",27305069,NA,NA,NA,NA,NA,NA,NA
"CA612",27306111,NA,NA,NA,NA,NA,NA,NA
"CA612",27306112,NA,NA,NA,NA,NA,NA,NA
"CA612",27305679,NA,NA,NA,NA,NA,NA,NA
"CA612",27305855,NA,NA,NA,NA,NA,NA,NA
"CA612",27305217,NA,NA,NA,NA,NA,NA,NA
"CA612",27305218,NA,NA,NA,NA,NA,NA,NA
"CA612",27305219,NA,NA,NA,NA,NA,NA,NA
"CA612",27305220,NA,NA,NA,NA,NA,NA,NA
"CA612",27305584,NA,NA,NA,NA,NA,NA,NA
"CA612",27305585,NA,NA,NA,NA,NA,NA,NA
"CA612",27305977,NA,NA,NA,NA,NA,NA,NA
"CA612",27305978,NA,NA,NA,NA,NA,NA,NA
"CA612",27305979,NA,NA,NA,NA,NA,NA,NA
"CA612",27305980,NA,NA,NA,NA,NA,NA,NA
"CA612",27304767,NA,NA,NA,NA,NA,NA,NA
"CA612",27305981,NA,NA,NA,NA,NA,NA,NA
"CA612",27306701,NA,NA,NA,NA,NA,NA,NA
"CA612",27306367,NA,NA,NA,NA,NA,NA,NA
"CA612",27306461,NA,NA,NA,NA,NA,NA,NA
"CA612",27305985,NA,NA,NA,NA,NA,NA,NA
"CA612",27305986,NA,NA,NA,NA,NA,NA,NA
"CA612",27305987,NA,NA,NA,NA,NA,NA,NA
"CA612",27306574,NA,NA,NA,NA,NA,NA,NA
"CA612",27306765,NA,NA,NA,NA,NA,NA,NA
"CA612",27304927,NA,NA,NA,NA,NA,NA,NA
"CA612",27304928,NA,NA,NA,NA,NA,NA,NA
"CA612",27305991,NA,NA,NA,NA,NA,NA,NA
"CA612",27305992,NA,NA,NA,NA,NA,NA,NA
"CA612",27305223,NA,NA,NA,NA,NA,NA,NA
"CA612",27305736,NA,NA,NA,NA,NA,NA,NA
"CA612",27306779,NA,NA,NA,NA,NA,NA,NA
"CA612",27306526,NA,NA,NA,NA,NA,NA,NA
"CA612",27305466,NA,NA,NA,NA,NA,NA,NA
"CA612",27305592,NA,NA,NA,NA,NA,NA,NA
"CA612",27306278,NA,NA,NA,NA,NA,NA,NA
"CA612",27305997,NA,NA,NA,NA,NA,NA,NA
"CA612",27305330,NA,NA,NA,NA,NA,NA,NA
"CA612",27305331,NA,NA,NA,NA,NA,NA,NA
"CA612",27305332,NA,NA,NA,NA,NA,NA,NA
"CA612",27305261,NA,NA,NA,NA,NA,NA,NA
"CA612",27306577,NA,NA,NA,NA,NA,NA,NA
"CA612",27306578,NA,NA,NA,NA,NA,NA,NA
"CA612",27306579,NA,NA,NA,NA,NA,NA,NA
"CA612",27306427,NA,NA,NA,NA,NA,NA,NA
"CA612",27306321,NA,NA,NA,NA,NA,NA,NA
"CA612",27306429,NA,NA,NA,NA,NA,NA,NA
"CA612",27305594,NA,NA,NA,NA,NA,NA,NA
"CA612",27306430,NA,NA,NA,NA,NA,NA,NA
"CA612",27306535,NA,NA,NA,NA,NA,NA,NA
"CA612",27305775,NA,NA,NA,NA,NA,NA,NA
"CA612",27306178,NA,NA,NA,NA,NA,NA,NA
"CA612",27306388,NA,NA,NA,NA,NA,NA,NA
"CA612",27305336,NA,NA,NA,NA,NA,NA,NA
"CA612",27304993,NA,NA,NA,NA,NA,NA,NA
"CA612",27305741,NA,NA,NA,NA,NA,NA,NA
"CA612",27305231,NA,NA,NA,NA,NA,NA,NA
"CA612",27305232,NA,NA,NA,NA,NA,NA,NA
"CA612",27305233,NA,NA,NA,NA,NA,NA,NA
"CA612",27306130,NA,NA,NA,NA,NA,NA,NA
"CA612",27304782,NA,NA,NA,NA,NA,NA,NA
"CA612",27304783,NA,NA,NA,NA,NA,NA,NA
"CA612",27304784,NA,NA,NA,NA,NA,NA,NA
"CA612",27304785,NA,NA,NA,NA,NA,NA,NA
"CA612",27304786,NA,NA,NA,NA,NA,NA,NA
"CA612",27304939,NA,NA,NA,NA,NA,NA,NA
"CA612",27306007,NA,NA,NA,NA,NA,NA,NA
"CA612",27306008,NA,NA,NA,NA,NA,NA,NA
"CA612",27306009,NA,NA,NA,NA,NA,NA,NA
"CA612",27305236,NA,NA,NA,NA,NA,NA,NA
"CA612",27306011,NA,NA,NA,NA,NA,NA,NA
"CA612",27306012,NA,NA,NA,NA,NA,NA,NA
"CA612",27305656,NA,NA,NA,NA,NA,NA,NA
"CA612",27305657,NA,NA,NA,NA,NA,NA,NA
"CA612",27305747,NA,NA,NA,NA,NA,NA,NA
"CA612",27305607,NA,NA,NA,NA,NA,NA,NA
"CA612",27306135,NA,NA,NA,NA,NA,NA,NA
"CA612",27306661,NA,NA,NA,NA,NA,NA,NA
"CA612",27306137,NA,NA,NA,NA,NA,NA,NA
"CA612",27306138,NA,NA,NA,NA,NA,NA,NA
"CA612",27305609,NA,NA,NA,NA,NA,NA,NA
"CA612",27305610,NA,NA,NA,NA,NA,NA,NA
"CA612",27304790,NA,NA,NA,NA,NA,NA,NA
"CA612",27305487,NA,NA,NA,NA,NA,NA,NA
"CA612",27305488,NA,NA,NA,NA,NA,NA,NA
"CA612",27306063,NA,NA,NA,NA,NA,NA,NA
"CA612",27305522,NA,NA,NA,NA,NA,NA,NA
"CA612",27305614,NA,NA,NA,NA,NA,NA,NA
"CA612",27306665,NA,NA,NA,NA,NA,NA,NA
"CA612",27305052,NA,NA,NA,NA,NA,NA,NA
"CA612",27305752,NA,NA,NA,NA,NA,NA,NA
"CA612",27306442,NA,NA,NA,NA,NA,NA,NA
"CA612",27305754,NA,NA,NA,NA,NA,NA,NA
"CA612",27305755,NA,NA,NA,NA,NA,NA,NA
"CA612",27305106,NA,NA,NA,NA,NA,NA,NA
"CA612",27305621,NA,NA,NA,NA,NA,NA,NA
"CA612",27304795,NA,NA,NA,NA,NA,NA,NA
"CA612",27304796,NA,NA,NA,NA,NA,NA,NA
"CA612",27304797,NA,NA,NA,NA,NA,NA,NA
"CA612",27304798,NA,NA,NA,NA,NA,NA,NA
"CA612",27306020,NA,NA,NA,NA,NA,NA,NA
"CA612",27304958,NA,NA,NA,NA,NA,NA,NA
"CA612",27306021,NA,NA,NA,NA,NA,NA,NA
"CA612",27305843,NA,NA,NA,NA,NA,NA,NA
"CA612",27306493,NA,NA,NA,NA,NA,NA,NA
"CA612",27306494,NA,NA,NA,NA,NA,NA,NA
"CA612",27306495,NA,NA,NA,NA,NA,NA,NA
"CA612",27304801,NA,NA,NA,NA,NA,NA,NA
"CA612",27304802,NA,NA,NA,NA,NA,NA,NA
"CA612",27304803,NA,NA,NA,NA,NA,NA,NA
"CA612",27304804,NA,NA,NA,NA,NA,NA,NA
"CA612",27304805,NA,NA,NA,NA,NA,NA,NA
"CA612",27304806,NA,NA,NA,NA,NA,NA,NA
"CA612",27304807,NA,NA,NA,NA,NA,NA,NA
"CA612",27304808,NA,NA,NA,NA,NA,NA,NA
"CA612",27304809,NA,NA,NA,NA,NA,NA,NA
"CA612",27304810,NA,NA,NA,NA,NA,NA,NA
"CA612",27306026,NA,NA,NA,NA,NA,NA,NA
"CA612",27306027,NA,NA,NA,NA,NA,NA,NA
"CA612",27306028,NA,NA,NA,NA,NA,NA,NA
"CA612",27306029,NA,NA,NA,NA,NA,NA,NA
"CA612",27306030,NA,NA,NA,NA,NA,NA,NA
"CA612",27306454,NA,NA,NA,NA,NA,NA,NA
"CA612",27306455,NA,NA,NA,NA,NA,NA,NA
"CA612",27305456,NA,NA,NA,NA,NA,NA,NA
"CA612",27305854,NA,NA,NA,NA,NA,NA,NA
"CA612",27306695,NA,NA,NA,NA,NA,NA,NA
"CA612",27306322,NA,NA,NA,NA,NA,NA,NA
"CA612",27305898,NA,NA,NA,NA,NA,NA,NA
"CA612",27306160,NA,NA,NA,NA,NA,NA,NA
"CA612",27306161,NA,NA,NA,NA,NA,NA,NA
"CA612",27306162,NA,NA,NA,NA,NA,NA,NA
"CA612",27306614,NA,NA,NA,NA,NA,NA,NA
"CA612",27305177,NA,NA,NA,NA,NA,NA,NA
"CA612",27306035,NA,NA,NA,NA,NA,NA,NA
"CA612",27305533,NA,NA,NA,NA,NA,NA,NA
"CA612",27306699,NA,NA,NA,NA,NA,NA,NA
"CA612",27306037,NA,NA,NA,NA,NA,NA,NA
"CA612",27306118,NA,NA,NA,NA,NA,NA,NA
"CA612",27306365,NA,NA,NA,NA,NA,NA,NA
"CA612",27306518,NA,NA,NA,NA,NA,NA,NA
"CA612",27306704,NA,NA,NA,NA,NA,NA,NA
"CA612",27305364,NA,NA,NA,NA,NA,NA,NA
"CA612",27305365,NA,NA,NA,NA,NA,NA,NA
"CA612",27306310,NA,NA,NA,NA,NA,NA,NA
"CA612",27306311,NA,NA,NA,NA,NA,NA,NA
"CA612",27305368,NA,NA,NA,NA,NA,NA,NA
"CA612",27306621,NA,NA,NA,NA,NA,NA,NA
"CA612",27305506,NA,NA,NA,NA,NA,NA,NA
"CA612",27306627,NA,NA,NA,NA,NA,NA,NA
"CA612",27306628,NA,NA,NA,NA,NA,NA,NA
"CA612",27304823,NA,NA,NA,NA,NA,NA,NA
"CA612",27304824,NA,NA,NA,NA,NA,NA,NA
"CA612",27305588,NA,NA,NA,NA,NA,NA,NA
"CA612",27305693,NA,NA,NA,NA,NA,NA,NA
"CA612",27306379,NA,NA,NA,NA,NA,NA,NA
"CA612",27306171,NA,NA,NA,NA,NA,NA,NA
"CA612",27306172,NA,NA,NA,NA,NA,NA,NA
"CA612",27305642,NA,NA,NA,NA,NA,NA,NA
"CA612",27305643,NA,NA,NA,NA,NA,NA,NA
"CA612",27305644,NA,NA,NA,NA,NA,NA,NA
"CA612",27306084,NA,NA,NA,NA,NA,NA,NA
"CA612",27305646,NA,NA,NA,NA,NA,NA,NA
"CA612",27306044,NA,NA,NA,NA,NA,NA,NA
"CA612",27306045,NA,NA,NA,NA,NA,NA,NA
"CA612",27305372,NA,NA,NA,NA,NA,NA,NA
"CA612",27305697,NA,NA,NA,NA,NA,NA,NA
"CA612",27305240,NA,NA,NA,NA,NA,NA,NA
"CA612",27305375,NA,NA,NA,NA,NA,NA,NA
"CA612",27306470,NA,NA,NA,NA,NA,NA,NA
"CA612",27305376,NA,NA,NA,NA,NA,NA,NA
"CA612",27305952,NA,NA,NA,NA,NA,NA,NA
"CA612",27306233,NA,NA,NA,NA,NA,NA,NA
"CA612",27306387,NA,NA,NA,NA,NA,NA,NA
"CA612",27306473,NA,NA,NA,NA,NA,NA,NA
"CA612",27305084,NA,NA,NA,NA,NA,NA,NA
"CA612",27304994,NA,NA,NA,NA,NA,NA,NA
"CA612",27305086,NA,NA,NA,NA,NA,NA,NA
"CA612",27304996,NA,NA,NA,NA,NA,NA,NA
"CA612",27305778,NA,NA,NA,NA,NA,NA,NA
"CA612",27305779,NA,NA,NA,NA,NA,NA,NA
"CA612",27306648,NA,NA,NA,NA,NA,NA,NA
"CA612",27306649,NA,NA,NA,NA,NA,NA,NA
"CA612",27306650,NA,NA,NA,NA,NA,NA,NA
"CA612",27305917,NA,NA,NA,NA,NA,NA,NA
"CA612",27305650,NA,NA,NA,NA,NA,NA,NA
"CA612",27305651,NA,NA,NA,NA,NA,NA,NA
"CA612",27305652,NA,NA,NA,NA,NA,NA,NA
"CA612",27304838,NA,NA,NA,NA,NA,NA,NA
"CA612",27305654,NA,NA,NA,NA,NA,NA,NA
"CA612",27305655,NA,NA,NA,NA,NA,NA,NA
"CA612",27304841,NA,NA,NA,NA,NA,NA,NA
"CA612",27304842,NA,NA,NA,NA,NA,NA,NA
"CA612",27306539,NA,NA,NA,NA,NA,NA,NA
"CA612",27305746,NA,NA,NA,NA,NA,NA,NA
"CA612",27306481,NA,NA,NA,NA,NA,NA,NA
"CA612",27305434,NA,NA,NA,NA,NA,NA,NA
"CA612",27304844,NA,NA,NA,NA,NA,NA,NA
"CA612",27304894,NA,NA,NA,NA,NA,NA,NA
"CA612",27306662,NA,NA,NA,NA,NA,NA,NA
"CA612",27305004,NA,NA,NA,NA,NA,NA,NA
"CA612",27305005,NA,NA,NA,NA,NA,NA,NA
"CA612",27306191,NA,NA,NA,NA,NA,NA,NA
"CA612",27306192,NA,NA,NA,NA,NA,NA,NA
"CA612",27305787,NA,NA,NA,NA,NA,NA,NA
"CA612",27306062,NA,NA,NA,NA,NA,NA,NA
"CA612",27306399,NA,NA,NA,NA,NA,NA,NA
"CA612",27306694,NA,NA,NA,NA,NA,NA,NA
"CA612",27306667,NA,NA,NA,NA,NA,NA,NA
"CA612",27306697,NA,NA,NA,NA,NA,NA,NA
"CA612",27306509,NA,NA,NA,NA,NA,NA,NA
"CA612",27305009,NA,NA,NA,NA,NA,NA,NA
"CA612",27304899,NA,NA,NA,NA,NA,NA,NA
"CA612",27306344,NA,NA,NA,NA,NA,NA,NA
"CA612",27306345,NA,NA,NA,NA,NA,NA,NA
"CA612",27305277,NA,NA,NA,NA,NA,NA,NA
"CA612",27305161,NA,NA,NA,NA,NA,NA,NA
"CA612",27306678,NA,NA,NA,NA,NA,NA,NA
"CA612",27306490,NA,NA,NA,NA,NA,NA,NA
"CA612",27306200,NA,NA,NA,NA,NA,NA,NA
"CA612",27306201,NA,NA,NA,NA,NA,NA,NA
"CA612",27304854,NA,NA,NA,NA,NA,NA,NA
"CA612",27304855,NA,NA,NA,NA,NA,NA,NA
"CA612",27305283,NA,NA,NA,NA,NA,NA,NA
"CA612",27305790,NA,NA,NA,NA,NA,NA,NA
"CA612",27306554,NA,NA,NA,NA,NA,NA,NA
"CA612",27306555,NA,NA,NA,NA,NA,NA,NA
"CA612",27306556,NA,NA,NA,NA,NA,NA,NA
"CA612",27306496,NA,NA,NA,NA,NA,NA,NA
"CA612",27306497,NA,NA,NA,NA,NA,NA,NA
"CA612",27305929,NA,NA,NA,NA,NA,NA,NA
"CA612",27306686,NA,NA,NA,NA,NA,NA,NA
"CA612",27306205,NA,NA,NA,NA,NA,NA,NA
"CA612",27306206,NA,NA,NA,NA,NA,NA,NA
"CA612",27304859,NA,NA,NA,NA,NA,NA,NA
"CA612",27304860,NA,NA,NA,NA,NA,NA,NA
"CA612",27304861,NA,NA,NA,NA,NA,NA,NA
"CA612",27306501,NA,NA,NA,NA,NA,NA,NA
"CA612",27306502,NA,NA,NA,NA,NA,NA,NA
"CA612",27305321,NA,NA,NA,NA,NA,NA,NA
"CA612",27306503,NA,NA,NA,NA,NA,NA,NA
"CA612",27306565,NA,NA,NA,NA,NA,NA,NA
"CA612",27306074,NA,NA,NA,NA,NA,NA,NA
"CA612",27306210,NA,NA,NA,NA,NA,NA,NA
"CA612",27305678,NA,NA,NA,NA,NA,NA,NA
"CA612",27306154,NA,NA,NA,NA,NA,NA,NA
"CA612",27305696,NA,NA,NA,NA,NA,NA,NA
"CA612",27306320,NA,NA,NA,NA,NA,NA,NA
"CA612",27306532,NA,NA,NA,NA,NA,NA,NA
"CA612",27306533,NA,NA,NA,NA,NA,NA,NA
"CA612",27306534,NA,NA,NA,NA,NA,NA,NA
"CA612",27305685,NA,NA,NA,NA,NA,NA,NA
"CA612",27306077,NA,NA,NA,NA,NA,NA,NA
"CA612",27306363,NA,NA,NA,NA,NA,NA,NA
"CA612",27304919,NA,NA,NA,NA,NA,NA,NA
"CA612",27306364,NA,NA,NA,NA,NA,NA,NA
"CA612",27306116,NA,NA,NA,NA,NA,NA,NA
"CA612",27306117,NA,NA,NA,NA,NA,NA,NA
"CA612",27306700,NA,NA,NA,NA,NA,NA,NA
"CA612",27306368,NA,NA,NA,NA,NA,NA,NA
"CA612",27306128,NA,NA,NA,NA,NA,NA,NA
"CA612",27306586,NA,NA,NA,NA,NA,NA,NA
"CA612",27306703,NA,NA,NA,NA,NA,NA,NA
"CA612",27305807,NA,NA,NA,NA,NA,NA,NA
"CA612",27305294,NA,NA,NA,NA,NA,NA,NA
"CA612",27305809,NA,NA,NA,NA,NA,NA,NA
"CA612",27305025,NA,NA,NA,NA,NA,NA,NA
"CA612",27305026,NA,NA,NA,NA,NA,NA,NA
"CA612",27304873,NA,NA,NA,NA,NA,NA,NA
"CA612",27306224,NA,NA,NA,NA,NA,NA,NA
"CA612",27306373,NA,NA,NA,NA,NA,NA,NA
"CA612",27305689,NA,NA,NA,NA,NA,NA,NA
"CA612",27305690,NA,NA,NA,NA,NA,NA,NA
"CA612",27305691,NA,NA,NA,NA,NA,NA,NA
"CA612",27306630,NA,NA,NA,NA,NA,NA,NA
"CA612",27305589,NA,NA,NA,NA,NA,NA,NA
"CA612",27305590,NA,NA,NA,NA,NA,NA,NA
"CA612",27306712,NA,NA,NA,NA,NA,NA,NA
"CA612",27305029,NA,NA,NA,NA,NA,NA,NA
"CA612",27305030,NA,NA,NA,NA,NA,NA,NA
"CA612",27305417,NA,NA,NA,NA,NA,NA,NA
"CA612",27306229,NA,NA,NA,NA,NA,NA,NA
"CA612",27306637,NA,NA,NA,NA,NA,NA,NA
"CA612",27305911,NA,NA,NA,NA,NA,NA,NA
"CA612",27305912,NA,NA,NA,NA,NA,NA,NA
"CA612",27306087,NA,NA,NA,NA,NA,NA,NA
"CA612",27306398,NA,NA,NA,NA,NA,NA,NA
"CA612",27305239,NA,NA,NA,NA,NA,NA,NA
"CA612",27306195,NA,NA,NA,NA,NA,NA,NA
"CA612",27305612,NA,NA,NA,NA,NA,NA,NA
"CA612",27305972,NA,NA,NA,NA,NA,NA,NA
"CA612",27305420,NA,NA,NA,NA,NA,NA,NA
"CA612",27306231,NA,NA,NA,NA,NA,NA,NA
"CA612",27306719,NA,NA,NA,NA,NA,NA,NA
"CA612",27305949,NA,NA,NA,NA,NA,NA,NA
"CA612",27306386,NA,NA,NA,NA,NA,NA,NA
"CA612",27306474,NA,NA,NA,NA,NA,NA,NA
"CA612",27305085,NA,NA,NA,NA,NA,NA,NA
"CA612",27305266,NA,NA,NA,NA,NA,NA,NA
"CA612",27305549,NA,NA,NA,NA,NA,NA,NA
"CA612",27305838,NA,NA,NA,NA,NA,NA,NA
"CA612",27305839,NA,NA,NA,NA,NA,NA,NA
"CA612",27305146,NA,NA,NA,NA,NA,NA,NA
"CA612",27305427,NA,NA,NA,NA,NA,NA,NA
"CA612",27305428,NA,NA,NA,NA,NA,NA,NA
"CA612",27306241,NA,NA,NA,NA,NA,NA,NA
"CA612",27306723,NA,NA,NA,NA,NA,NA,NA
"CA612",27306724,NA,NA,NA,NA,NA,NA,NA
"CA612",27306725,NA,NA,NA,NA,NA,NA,NA
"CA612",27304891,NA,NA,NA,NA,NA,NA,NA
"CA612",27304941,NA,NA,NA,NA,NA,NA,NA
"CA612",27306393,NA,NA,NA,NA,NA,NA,NA
"CA612",27304943,NA,NA,NA,NA,NA,NA,NA
"CA612",27305707,NA,NA,NA,NA,NA,NA,NA
"CA612",27306439,NA,NA,NA,NA,NA,NA,NA
"CA612",27305341,NA,NA,NA,NA,NA,NA,NA
"CA612",27306438,NA,NA,NA,NA,NA,NA,NA
"CA612",27305748,NA,NA,NA,NA,NA,NA,NA
"CA612",27305435,NA,NA,NA,NA,NA,NA,NA
"CA612",27306660,NA,NA,NA,NA,NA,NA,NA
"CA612",27304895,NA,NA,NA,NA,NA,NA,NA
"CA612",27304896,NA,NA,NA,NA,NA,NA,NA
"CA612",27306100,NA,NA,NA,NA,NA,NA,NA
"CA612",27306541,NA,NA,NA,NA,NA,NA,NA
"CA612",27306542,NA,NA,NA,NA,NA,NA,NA
"CA612",27305486,NA,NA,NA,NA,NA,NA,NA
"CA612",27305455,NA,NA,NA,NA,NA,NA,NA
"CA612",27306426,NA,NA,NA,NA,NA,NA,NA
"CA612",27306749,NA,NA,NA,NA,NA,NA,NA
"CA612",27305819,NA,NA,NA,NA,NA,NA,NA
"CA612",27305773,NA,NA,NA,NA,NA,NA,NA
"CA612",27305973,NA,NA,NA,NA,NA,NA,NA
"CA612",27306254,NA,NA,NA,NA,NA,NA,NA
"CA612",27306253,NA,NA,NA,NA,NA,NA,NA
"CA612",27304900,NA,NA,NA,NA,NA,NA,NA
"CA612",27304901,NA,NA,NA,NA,NA,NA,NA
"CA612",27305714,NA,NA,NA,NA,NA,NA,NA
"CA612",27305715,NA,NA,NA,NA,NA,NA,NA
"CA612",27305716,NA,NA,NA,NA,NA,NA,NA
"CA612",27305837,NA,NA,NA,NA,NA,NA,NA
"CA612",27306760,NA,NA,NA,NA,NA,NA,NA
"CA612",27306645,NA,NA,NA,NA,NA,NA,NA
"CA612",27305445,NA,NA,NA,NA,NA,NA,NA
"CA612",27305446,NA,NA,NA,NA,NA,NA,NA
"CA612",27305840,NA,NA,NA,NA,NA,NA,NA
"CA612",27306406,NA,NA,NA,NA,NA,NA,NA
"CA612",27306069,NA,NA,NA,NA,NA,NA,NA
"CA612",27306682,NA,NA,NA,NA,NA,NA,NA
"CA612",27306683,NA,NA,NA,NA,NA,NA,NA
"CA612",27305214,NA,NA,NA,NA,NA,NA,NA
"CA612",27305721,NA,NA,NA,NA,NA,NA,NA
"CA612",27305722,NA,NA,NA,NA,NA,NA,NA
"CA612",27305723,NA,NA,NA,NA,NA,NA,NA
"CA612",27305065,NA,NA,NA,NA,NA,NA,NA
"CA612",27305451,NA,NA,NA,NA,NA,NA,NA
"CA612",27306109,NA,NA,NA,NA,NA,NA,NA
"CA612",27305847,NA,NA,NA,NA,NA,NA,NA
"CA612",27305848,NA,NA,NA,NA,NA,NA,NA
"CA612",27306264,NA,NA,NA,NA,NA,NA,NA
"CA612",27306562,NA,NA,NA,NA,NA,NA,NA
"CA612",27305762,NA,NA,NA,NA,NA,NA,NA
"CA612",27306564,NA,NA,NA,NA,NA,NA,NA
"CA612",27305119,NA,NA,NA,NA,NA,NA,NA
"CA612",27306566,NA,NA,NA,NA,NA,NA,NA
"CA612",27305454,NA,NA,NA,NA,NA,NA,NA
"CA612",27305070,NA,NA,NA,NA,NA,NA,NA
