"areasymbol","areaname","mukey","musym","muname","cokey","compname","comppct_r","chkey","hzname","hzdept_r","hzdepb_r","claytotal_r","sandtotal_r","sandvf_r","silttotal_r","om_r","dbthirdbar_r","kffact","kwfact","hydgrp","slope_r"
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461405,"217","Crystalhill-Oregongulch-Craigsaddle-Rock outcrop , 50 to 70 percent slopes",27305966,"Oregongulch",20,81507359,"A",3,10,10,68.3,10.8,19.7,2.4,1.55,".20",".10","B",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461405,"217","Crystalhill-Oregongulch-Craigsaddle-Rock outcrop , 50 to 70 percent slopes",27305967,"Craigsaddle",20,81507385,"A",0,13,6,69.4,9.6,24.7,1.4,1.55,".17",".17","A",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461406,"216","Crystalhill-Oregongulch-Craigsaddle-Rock outcrop , 30 to 50 percent slopes",27305969,"Craigsaddle",20,81507377,"A",0,13,6,69.4,9.6,24.7,1.4,1.55,".17",".17","A",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461406,"216","Crystalhill-Oregongulch-Craigsaddle-Rock outcrop , 30 to 50 percent slopes",27305970,"Oregongulch",20,81507352,"A",3,10,10,68.3,10.8,19.7,2.4,1.55,".20",".10","B",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461406,"216","Crystalhill-Oregongulch-Craigsaddle-Rock outcrop , 30 to 50 percent slopes",27305971,"Crystalhill",35,81507331,"A",5,18,5,65.4,8.4,29.6,2.4,1.55,".24",".15","A",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461416,"619","Carhart taxadjunct, 0 to 2 percent slopes",27305994,"Carhart taxadjunct",90,81506001,"A",0,10,55,17.1,5.3,27.9,2.5,1.35,".24",".24","D",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461418,"883","Sites-Jocal taxadjuncts, 50 to 70 percent slopes",27306003,"Jocal taxadjunct",40,81506950,"A",8,10,12,45,12.6,43,12,1.5,".32",".20","C",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461418,"883","Sites-Jocal taxadjuncts, 50 to 70 percent slopes",27306004,"Sites taxadjunct",50,81506942,"A",3,8,18,43.2,12.4,38.8,12,1.5,".24",".15","C",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461419,"893","Rogerville silt loam, 30 to 50 percent slopes",27306006,"Rogerville",85,81506994,"A",5,18,23,18.2,7.2,58.4,9,1.5,".37",".37","C",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461421,"621","Doemill-Jokerst-Ultic Haploxeralfs, thermic complex, 8 to 15 percent slopes",27306017,"Doemill",29,81506226,"A",0,3,15,45,8,40,5.78,1.5,".43",".28","D",10
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461421,"621","Doemill-Jokerst-Ultic Haploxeralfs, thermic complex, 8 to 15 percent slopes",27306018,"Ultic Haploxeralfs",20,81506239,"A",0,5,26,31,12,43,9.4,1.5,".32",".20","C",11
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461421,"621","Doemill-Jokerst-Ultic Haploxeralfs, thermic complex, 8 to 15 percent slopes",27306019,"Jokerst",31,81506245,"A",0,3,15,42,9,43,3.48,1.5,".37",".17","D",10
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461422,"553","Dunstone-Loafercreek , 15 to 30 percent slopes",27306022,"Dunstone",45,81507246,"A1",0,10,20,42.1,12.2,45,6,1.5,".37",".24","D",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461422,"553","Dunstone-Loafercreek , 15 to 30 percent slopes",27306023,"Loafercreek",40,81507198,"A",1,5,16.7,36.5,11.4,46.8,7.3,1.5,".28",".17","B",18
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461423,"552","Dunstone-Loafercreek , 2 to 15 percent slopes",27306031,"Loafercreek",40,81506021,"A",1,5,16.7,36.5,11.4,46.8,7.3,1.5,".28",".17","B",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461423,"552","Dunstone-Loafercreek , 2 to 15 percent slopes",27306038,"Dunstone",45,81507240,"A1",0,10,20,42.1,12.2,45,6,1.5,".37",".24","D",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461424,"551","Dunstone-Lomarica-Argonaut taxadjunct , 15 to 30 percent slopes",27306039,"Lomarica",15,81506406,"A",0,3,15,44.3,12.5,40.7,7,1.5,".32",".32","C",25
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461424,"551","Dunstone-Lomarica-Argonaut taxadjunct , 15 to 30 percent slopes",27306040,"Argonaut taxadjunct",15,81506557,"A",0,5,18,43.2,12.4,38.8,4,1.5,".32",".32","C",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461424,"551","Dunstone-Lomarica-Argonaut taxadjunct , 15 to 30 percent slopes",27306042,"Dunstone",35,81507232,"A",0,5,15,44.3,12.5,40.7,6,1.5,".37",".37","D",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461425,"550","Dunstone-loafercreek complex, dry, 1 to 15 percent slopes",27306048,"Dunstone",60,81506218,"A",0,5,15,44.3,12.5,40.7,6,1.5,".37",".37","D",6
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461425,"550","Dunstone-loafercreek complex, dry, 1 to 15 percent slopes",27306050,"Loafercreek",20,81507226,"A1",0,5,18,30.9,7.4,51.3,9.4,1.5,".32",".32","B",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461426,"620","Doemill-Jokerst-Ultic Haploxeralfs, thermic complex, 3 to 8 percent slopes",27306055,"Ultic Haploxeralfs",20,81506258,"A",0,5,26,31,12,43,9.4,1.5,".32",".20","C",4
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461426,"620","Doemill-Jokerst-Ultic Haploxeralfs, thermic complex, 3 to 8 percent slopes",27306056,"Jokerst",25,81506072,"A",0,3,15,42,9,43,3.48,1.5,".37",".17","D",5
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461426,"620","Doemill-Jokerst-Ultic Haploxeralfs, thermic complex, 3 to 8 percent slopes",27306057,"Doemill",40,81506082,"A",0,3,15,36,8,49,5.78,1.5,".43",".28","D",5
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461434,"565","Dunstone-Argonaut taxadjunct-Sunnyslope , 2 to 15 percent slopes",27306060,"Sunnyslope",20,81506408,"A",0,5,17,43.3,12.2,39.7,5,1.5,".37",".37","D",7
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461434,"565","Dunstone-Argonaut taxadjunct-Sunnyslope , 2 to 15 percent slopes",27306066,"Dunstone",35,81507234,"A",0,5,15,44.3,12.5,40.7,6,1.5,".37",".37","D",6
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461434,"565","Dunstone-Argonaut taxadjunct-Sunnyslope , 2 to 15 percent slopes",27306067,"Argonaut taxadjunct",30,81507398,"A",0,5,18,43.2,12.4,38.8,4,1.5,".32",".32","C",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461435,"564","Bigridge-Minniecreek , 50 to 70 percent slopes",27306072,"Bigridge",50,81507072,"A",2,13,16,43.8,12.3,40.2,4,1.5,".32",".20","A",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461435,"564","Bigridge-Minniecreek , 50 to 70 percent slopes",27306073,"Minniecreek",35,81507098,"A",0,5,20,42.1,12.2,37.9,4,1.5,".28",".28","C",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461436,"563","Bigridge-Minniecreek , 30 to 50 percent slopes",27306075,"Minniecreek",35,81507090,"A",0,5,20,42.1,12.2,37.9,4,1.5,".28",".28","C",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461436,"563","Bigridge-Minniecreek , 30 to 50 percent slopes",27306081,"Bigridge",50,81507063,"A",2,13,16,43.8,12.3,40.2,4,1.5,".32",".20","A",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461437,"562","Bigridge-Minniecreek , 15 to 30 percent slopes",27306082,"Bigridge",50,81507054,"A",2,13,16,43.8,12.3,40.2,4,1.5,".32",".20","A",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461437,"562","Bigridge-Minniecreek , 15 to 30 percent slopes",27306083,"Minniecreek",35,81507081,"A",0,5,20,42.1,12.2,37.9,4,1.5,".28",".28","C",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461438,"561","Bigridge-Minniecreek , 2 to 15 percent slopes",27306089,"Bigridge",50,81506046,"A",2,13,16,43.8,12.3,40.2,4,1.5,".32",".20","A",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461438,"561","Bigridge-Minniecreek , 2 to 15 percent slopes",27306090,"Minniecreek",35,81506056,"A",0,5,20,42.1,12.2,37.9,4,1.5,".28",".28","C",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461439,"560","Hartsmill-Mounthope , 70 to 90 percent slopes",27306096,"Mounthope",30,81507135,"A",3,8,20,42.1,12.2,48,3.1,1.5,".32",".32","C",80
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461439,"560","Hartsmill-Mounthope , 70 to 90 percent slopes",27306101,"Hartsmill",50,81507189,"A",3,8,14,44.8,12.6,41.2,3,1.5,".28",".15","C",80
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461440,"559","Hartsmill-Mounthope , 50 to 70 percent slopes",27306103,"Hartsmill",55,81507181,"A",3,8,14,44.8,12.6,41.2,3,1.5,".28",".15","C",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461440,"559","Hartsmill-Mounthope , 50 to 70 percent slopes",27306108,"Mounthope",30,81507125,"A",3,8,20,42.1,12.2,48,3.1,1.5,".32",".32","C",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461441,"558","Hartsmill-Mounthope , 30 to 50 percent slopes",27306110,"Mounthope",30,81507118,"A",3,8,20,42.1,12.2,48,3.1,1.5,".32",".32","C",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461441,"558","Hartsmill-Mounthope , 30 to 50 percent slopes",27306113,"Hartsmill",55,81507173,"A",3,8,14,44.8,12.6,41.2,3,1.5,".28",".15","C",46
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461442,"557","Mounthope-Hartsmill , 15 to 30 percent slopes",27306119,"Mounthope",50,81507105,"A",3,8,20,42.1,12.2,48,3.1,1.5,".32",".32","C",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461442,"557","Mounthope-Hartsmill , 15 to 30 percent slopes",27306121,"Hartsmill",40,81507165,"A",3,8,14,44.8,12.6,41.2,3,1.5,".28",".15","C",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461443,"556","Mounthope-Hartsmill , 2 to 15 percent slopes",27306123,"Hartsmill",40,81506032,"A",3,8,14,44.8,12.6,41.2,3,1.5,".28",".15","C",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461443,"556","Mounthope-Hartsmill , 2 to 15 percent slopes",27306124,"Mounthope",50,81506039,"A",3,8,20,42.1,12.2,48,3.1,1.5,".32",".32","C",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461444,"555","Dunstone-Loafercreek , 50 to 90 percent slopes",27306131,"Dunstone",45,81507258,"A1",0,10,20,42.1,12.2,45,6,1.5,".37",".24","D",70
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461444,"555","Dunstone-Loafercreek , 50 to 90 percent slopes",27306132,"Loafercreek",40,81507217,"A",1,5,16.7,36.5,11.4,46.8,7.3,1.5,".28",".17","B",70
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461445,"554","Dunstone-Loafercreek , 30 to 50 percent slopes",27306141,"Loafercreek",40,81507209,"A",1,5,16.7,36.5,11.4,46.8,7.3,1.5,".28",".17","B",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461445,"554","Dunstone-Loafercreek , 30 to 50 percent slopes",27306142,"Dunstone",45,81507252,"A1",0,10,20,42.1,12.2,45,6,1.5,".37",".24","D",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461446,"630","Slideland gravelly loam, 15 to 30 percent slopes",27306144,"Slideland",80,81506271,"A",0,5,23,39.5,11.7,37.5,7,1.5,".28",".20","C",20
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461447,"629","Slideland gravelly loam, 3 to 15 percent slopes",27306152,"Slideland",80,81506262,"A",0,5,23,39.5,11.7,37.5,7,1.5,".28",".20","C",11
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461448,"628","Rockstripe-Ultic Haploxeralfs-Rock outcrop, cliffs , 70 to 100 percent slopes",27306163,"Ultic Haploxeralfs",35,81506521,"A",0,10,24,39.1,11.6,36.9,7,1.5,".28",".17","C",80
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461448,"628","Rockstripe-Ultic Haploxeralfs-Rock outcrop, cliffs , 70 to 100 percent slopes",27306164,"Rockstripe",40,81506663,"A",0,5,21,41.6,12,37.4,6,1.5,".28",".10","D",80
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461449,"627","Ultic Haploxeralfs-Rockstripe-Rock outcrop, cliffs , 50 to 70 percent slopes",27306169,"Rockstripe",35,81506644,"A",0,5,21,41.6,12,37.4,6,1.5,".28",".10","D",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461449,"627","Ultic Haploxeralfs-Rockstripe-Rock outcrop, cliffs , 50 to 70 percent slopes",27306170,"Ultic Haploxeralfs",40,81506657,"A",0,10,24,39.1,11.6,36.9,7,1.5,".28",".17","C",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461450,"626","Ultic Haploxeralfs-Rockstripe-Rock outcrop, cliffs ,30 to 50 percent slopes",27306176,"Rockstripe",35,81506627,"A",0,5,21,41.6,12,37.4,6,1.5,".28",".10","D",45
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461450,"626","Ultic Haploxeralfs-Rockstripe-Rock outcrop, cliffs ,30 to 50 percent slopes",27306177,"Ultic Haploxeralfs",40,81506635,"A",0,10,24,39.1,11.6,36.9,7,1.5,".28",".17","C",45
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461451,"625","Ultic Haploxeralfs, mesic-Rockstripe complex, 15 to 30 percent slopes",27306182,"Rockstripe",35,81506087,"A",0,5,21,41.6,12,37.4,6,1.5,".28",".10","D",18
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461451,"625","Ultic Haploxeralfs, mesic-Rockstripe complex, 15 to 30 percent slopes",27306183,"Ultic Haploxeralfs",50,81506093,"A",3,10,23,44,10,34,6.88,1.5,".20",".10","C",17
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461452,"624","Ultic Haploxeralfs, mesic-Rockstripe complex, 2 to 15 percent slopes",27306189,"Rockstripe",25,81506612,"A",0,5,21,41.6,12,37.4,6,1.5,".28",".10","D",5
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461452,"624","Ultic Haploxeralfs, mesic-Rockstripe complex, 2 to 15 percent slopes",27306190,"Ultic Haploxeralfs",60,81506618,"A",3,10,23,44,10,34,6.88,1.5,".20",".10","C",4
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461453,"623","Xerorthents, shallow-Typic Haploxeralfs-Rock outcrop, cliffs complex, 30 to 50 percent slopes",27306197,"Typic Haploxeralfs",25,81506602,"A",0,5,27,37.4,11.1,35.6,4,1.5,".28",".15","C",45
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461453,"623","Xerorthents, shallow-Typic Haploxeralfs-Rock outcrop, cliffs complex, 30 to 50 percent slopes",27306198,"Xerorthents",40,81506606,"A",0,5,31,35.4,10.6,33.6,4,1.45,".24",".15","D",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461454,"622","Xerorthents, shallow-Typic Haploxeralfs-Rock outrcrop, cliffs complex, 15 to 30 percent slopes",27306203,"Typic Haploxeralfs",30,81506572,"A",0,5,27,37.4,11.1,35.6,4,1.5,".28",".15","C",25
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461454,"622","Xerorthents, shallow-Typic Haploxeralfs-Rock outrcrop, cliffs complex, 15 to 30 percent slopes",27306204,"Xerorthents",40,81506588,"A",0,5,31,35.4,10.6,33.6,4,1.45,".24",".15","D",28
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461455,"650","Schott very gravelly loam, 3 to 15 percent slopes",27306208,"Schott",65,81506309,"A",5,15,24,39.1,11.6,36.9,8,1.5,".24",".10","C",5
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461456,"649","Coalcanyon taxadjunct very gravelly loam, 50 to 70 percent slopes",27306215,"Coalcanyon taxadjunct",75,81506198,"A",0,5,23,39.5,11.7,37.5,6,1.5,".28",".10","C",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461457,"648","Coalcanyon taxadjunct very gravelly loam, 30 to 50 percent slopes",27306220,"Coalcanyon taxadjunct",80,81506191,"A",0,5,23,39.5,11.7,37.5,6,1.5,".28",".10","C",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461458,"647","Coalcanyon taxadjunct very gravelly loam, 15 to 30 percent slopes",27306225,"Coalcanyon taxadjunct",75,81506184,"A",0,5,23,39.5,11.7,37.5,6,1.5,".28",".10","C",15
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461459,"646","Coalcanyon taxadjunct very gravelly loam, 3 to 15 percent slopes",27306230,"Coalcanyon taxadjunct",80,81506177,"A",0,5,23,39.5,11.7,37.5,6,1.5,".28",".10","C",5
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461460,"645","Chinacamp gravelly loam, 50 to 70 percent slopes",27306234,"Chinacamp",70,81506169,"A",3,13,26,38,11.3,36,10,1.5,".28",".15","C",55
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461461,"644","Chinacamp gravelly loam, 30 to 50 percent slopes",27306246,"Chinacamp",70,81506165,"A",3,13,26,38,11.3,36,10,1.5,".28",".15","C",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461462,"643","Chinacamp gravelly loam, 15 to 30 percent slopes",27306247,"Chinacamp",70,81506153,"A",3,13,26,38,11.3,36,10,1.5,".28",".15","C",20
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461463,"642","Chinacamp gravelly loam, 3 to 15 percent slopes",27306262,"Chinacamp",70,81506146,"A",3,13,26,38,11.3,36,10,1.5,".28",".15","C",5
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461464,"641","Ultic Haploxeralfs, sandstone, 70 to 100 percent slopes",27306263,"Ultic Haploxeralfs",75,81506782,"A",1,5,14,62.7,36.2,23.3,3,1.5,".37",".37","B",80
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461465,"640","Ultic Haploxeralfs, sandstone, 50 to 70 percent slopes",27306268,"Ultic Haploxeralfs",75,81506767,"A",1,5,14,62.7,36.2,23.3,3,1.5,".37",".37","B",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461466,"639","Ultic Haploxeralfs, sandstone, 30 to 50 percent slopes",27306273,"Ultic Haploxeralfs",75,81506757,"A",1,5,14,62.7,36.2,23.3,3,1.5,".37",".37","B",45
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461467,"638","Ultic Haploxeralfs, sandstone, 15 to 30 percent slopes",27306277,"Ultic Haploxeralfs",80,81506747,"A",1,5,14,62.7,36.2,23.3,3,1.5,".37",".37","B",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461468,"637","Ultic Haploxeralfs, sandstone, 3 to 15 percent slopes",27306280,"Ultic Haploxeralfs",80,81506741,"A",1,5,14,62.7,36.2,23.3,3,1.5,".37",".37","B",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461469,"636","Ultic Haploxeralfs, conglomerate complex, 70 to 100 percent slopes",27306283,"Ultic Haploxeralfs",50,81506834,"A",5,13,24,39.1,11.6,36.9,8,1.5,".24",".05","C",90
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461469,"636","Ultic Haploxeralfs, conglomerate complex, 70 to 100 percent slopes",27306284,"Ultic Haploxeralfs",40,81506839,"A",5,15,29,34,10.2,37,7,1.45,".28",".15","C",90
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461470,"635","Ultic Haploxeralfs, conglomerate complex, 50 to 70 percent slopes",27306288,"Ultic Haploxeralfs",50,81506721,"A",5,15,29,34,10.2,37,7,1.45,".28",".15","C",53
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461470,"635","Ultic Haploxeralfs, conglomerate complex, 50 to 70 percent slopes",27306289,"Ultic Haploxeralfs",40,81506732,"A",5,13,24,39.1,11.6,36.9,8,1.5,".24",".05","C",70
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461471,"634","Ultic Haploxeralfs, conglomerate complex, 30 to 50 percent slopes",27306293,"Ultic Haploxeralfs",60,81506707,"A",5,15,29,34,10.2,37,7,1.45,".28",".15","C",40
